,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,description,USD,tonne,clean_desc
259,380,Italy,008,Albania,78, Lead refined unwrought,32290.058,9.8574,Italy -  Lead refined unwrought
260,724,Spain,008,Albania,83, Padlocks of base metal,43472.892,9.838,Spain -  Padlocks of base metal
261,792,Türkiye,008,Albania,52," Cotton, not carded or combed",165950.067,9.315290000000001,"Türkiye -  Cotton, not carded or combed"
262,724,Spain,008,Albania,41," Bovine skins, whole, raw",214181.657,9.00248,"Spain -  Bovine skins, whole, raw"
263,840,United States of America,008,Albania,27," Anthracite, not agglomerated",61225.1,8.936482,"United States of America -  Anthracite, not agglomerated"
264,688,Serbia,008,Albania,61," Mens, boys overcoats, etc, of wool or hair, knit",132000.73,8.724020000000001,"Serbia -  Mens, boys overcoats, etc, of wool or hair, knit"
265,620,Portugal,008,Albania,63, Electric blankets of textile material,42145.831,8.656649999999999,Portugal -  Electric blankets of textile material
266,792,Türkiye,008,Albania,03," Ornamental fish, live",329079.487,8.25,"Türkiye -  Ornamental fish, live"
267,250,France,008,Albania,22, Mineral and aerated waters not sweetened or flavoured,140100.649,7.8121,France -  Mineral and aerated waters not sweetened or flavoured
268,442,Luxembourg,008,Albania,87, Pedestrian controlled tractors,27546.003,7.7,Luxembourg -  Pedestrian controlled tractors
269,792,Türkiye,008,Albania,87, Pedestrian controlled tractors,51026.271,7.541180000000001,Türkiye -  Pedestrian controlled tractors
270,156,China,008,Albania,21," Coffee extracts, essences, concentrates, preparations",4058.078,7.5,"China -  Coffee extracts, essences, concentrates, preparations"
271,158,"China, Taiwan Province of",008,Albania,82, Spades and shovels,26860.011,7.38604,"China, Taiwan Province of -  Spades and shovels"
272,276,Germany,008,Albania,44, Fuel wood,224.236,6.72234,Germany -  Fuel wood
273,840,United States of America,008,Albania,34," Soaps, for toilet use, solid",37068.146,6.704187,"United States of America -  Soaps, for toilet use, solid"
274,276,Germany,008,Albania,18," Cocoa beans, whole or broken, raw or roasted",21070.028,6.59668,"Germany -  Cocoa beans, whole or broken, raw or roasted"
275,840,United States of America,008,Albania,21," Coffee extracts, essences, concentrates, preparations",216859.348,6.434188,"United States of America -  Coffee extracts, essences, concentrates, preparations"
276,380,Italy,008,Albania,45," Natural cork, raw or simply prepared",29854.64,6.12986,"Italy -  Natural cork, raw or simply prepared"
277,792,Türkiye,008,Albania,49," Brochures, leaflets and similar, in single sheets",1842.478,6.09486,"Türkiye -  Brochures, leaflets and similar, in single sheets"
