,exp_code_str3,exp_name,imp_code_str3,imp_name,HS2,description,USD,tonne,clean_desc
258,840,United States of America,008,Albania,20," Cucumbers,gherkins, prepared or preserved by vinegar",46176.625,3.75825,"United States of America -  Cucumbers,gherkins, prepared or preserved by vinegar"
259,392,Japan,008,Albania,32, Quebracho tanning extract,45955.38,2.865607,Japan -  Quebracho tanning extract
260,056,Belgium,008,Albania,84, Nuclear reactors,44522.846,43.52,Belgium -  Nuclear reactors
261,250,France,008,Albania,40," Natural rubber latex, including prevulcanised",44501.563,5.92284,"France -  Natural rubber latex, including prevulcanised"
262,040,Austria,008,Albania,21," Coffee extracts, essences, concentrates, preparations",43826.343,0.298,"Austria -  Coffee extracts, essences, concentrates, preparations"
263,724,Spain,008,Albania,83, Padlocks of base metal,43472.892,9.838,Spain -  Padlocks of base metal
264,528,Netherlands (Kingdom of the),008,Albania,22, Mineral and aerated waters not sweetened or flavoured,43136.362,11.4788,Netherlands (Kingdom of the) -  Mineral and aerated waters not sweetened or flavoured
265,620,Portugal,008,Albania,63, Electric blankets of textile material,42145.831,8.656649999999999,Portugal -  Electric blankets of textile material
266,380,Italy,008,Albania,79," Zinc, not alloyed, unwrought, >99% pure",41444.363,18.82,"Italy -  Zinc, not alloyed, unwrought, >99% pure"
267,380,Italy,008,Albania,65," Hat-forms, etc of felt, not shaped, no formed brim",39515.195,1.73427,"Italy -  Hat-forms, etc of felt, not shaped, no formed brim"
268,724,Spain,008,Albania,33, Essential oils of bergamot,38638.26,16.08947,Spain -  Essential oils of bergamot
269,528,Netherlands (Kingdom of the),008,Albania,31," Animal or vegetable fertilizers, in packs >10 kg",37716.018,48.0,"Netherlands (Kingdom of the) -  Animal or vegetable fertilizers, in packs >10 kg"
270,800,Uganda,008,Albania,09," Coffee, not roasted, not decaffeinated",37702.462,19.2,"Uganda -  Coffee, not roasted, not decaffeinated"
271,840,United States of America,008,Albania,34," Soaps, for toilet use, solid",37068.146,6.704187,"United States of America -  Soaps, for toilet use, solid"
272,380,Italy,008,Albania,86," Rail locomotives, externally electrically powered",37031.426,48.9816,"Italy -  Rail locomotives, externally electrically powered"
273,156,China,008,Albania,86," Rail locomotives, externally electrically powered",36995.648,10.153,"China -  Rail locomotives, externally electrically powered"
274,344,"China, Hong Kong SAR",008,Albania,85, Electric motors of an output < 37.5 watts,36696.144,0.028737,"China, Hong Kong SAR -  Electric motors of an output < 37.5 watts"
275,208,Denmark,008,Albania,87, Pedestrian controlled tractors,36619.406,10.996,Denmark -  Pedestrian controlled tractors
276,356,India,008,Albania,62," Mens, boys overcoats of wool or hair, not knit",36133.375,0.6381699999999999,"India -  Mens, boys overcoats of wool or hair, not knit"
277,586,Pakistan,008,Albania,62," Mens, boys overcoats of wool or hair, not knit",33534.956,1.1478199999999998,"Pakistan -  Mens, boys overcoats of wool or hair, not knit"
278,056,Belgium,008,Albania,20," Cucumbers,gherkins, prepared or preserved by vinegar",33315.86,64.8,"Belgium -  Cucumbers,gherkins, prepared or preserved by vinegar"
279,124,Canada,008,Albania,84, Nuclear reactors,32559.6,1.9170440000000002,Canada -  Nuclear reactors
280,428,Latvia,008,Albania,27," Anthracite, not agglomerated",32396.898,198.325,"Latvia -  Anthracite, not agglomerated"
281,392,Japan,008,Albania,40," Natural rubber latex, including prevulcanised",32395.373,4.8242780000000005,"Japan -  Natural rubber latex, including prevulcanised"
282,380,Italy,008,Albania,78, Lead refined unwrought,32290.058,9.8574,Italy -  Lead refined unwrought
283,840,United States of America,008,Albania,58," Woven pile fabric of wool or fine animal hair, w >30c",32174.79,1.268385,"United States of America -  Woven pile fabric of wool or fine animal hair, w >30c"
284,484,Mexico,008,Albania,87, Pedestrian controlled tractors,31330.001,2.6838859999999998,Mexico -  Pedestrian controlled tractors
285,724,Spain,008,Albania,34," Soaps, for toilet use, solid",31158.91,18.577599999999997,"Spain -  Soaps, for toilet use, solid"
286,840,United States of America,008,Albania,73, Sheet piling of iron or steel,30147.13,1.846818,United States of America -  Sheet piling of iron or steel
287,410,"Korea, Republic of",008,Albania,29, Saturated acyclic hydrocarbons,30058.458,20.0,"Korea, Republic of -  Saturated acyclic hydrocarbons"
288,380,Italy,008,Albania,45," Natural cork, raw or simply prepared",29854.64,6.12986,"Italy -  Natural cork, raw or simply prepared"
289,724,Spain,008,Albania,70," Glass cullet, waste or scrap, glass in the mass",29300.32,22.076,"Spain -  Glass cullet, waste or scrap, glass in the mass"
290,158,"China, Taiwan Province of",008,Albania,73, Sheet piling of iron or steel,28876.188,16.72315,"China, Taiwan Province of -  Sheet piling of iron or steel"
291,840,United States of America,008,Albania,35, Casein,28871.723,4.07174,United States of America -  Casein
292,276,Germany,008,Albania,22, Mineral and aerated waters not sweetened or flavoured,28367.813,15.6,Germany -  Mineral and aerated waters not sweetened or flavoured
293,233,Estonia,008,Albania,27," Anthracite, not agglomerated",28270.639,168.09,"Estonia -  Anthracite, not agglomerated"
294,156,China,008,Albania,37, X-ray plates and films,28206.389,1.6475,China -  X-ray plates and films
295,156,China,008,Albania,46, Plaits and products of plaiting materials,28014.729,4.95322,China -  Plaits and products of plaiting materials
296,442,Luxembourg,008,Albania,87, Pedestrian controlled tractors,27546.003,7.7,Luxembourg -  Pedestrian controlled tractors
297,158,"China, Taiwan Province of",008,Albania,82, Spades and shovels,26860.011,7.38604,"China, Taiwan Province of -  Spades and shovels"
298,840,United States of America,008,Albania,95," Rideable wheeled toys, dolls carriages",26709.463,2.75669,"United States of America -  Rideable wheeled toys, dolls carriages"
